NUMERO PEDIDO,NUMERO FACTURA,COD-ART,ESTATUS LINEA,ESTATUS LINEA FDV,CANT PEDIDA,CANTIDAD ART,VENTA DOLARES
P028110626042964830,07007993,17-15-050,TRÁNSITO,TRÁNSITO,1.0,1.0,1.16
P028110626042964830,07007993,17-15-051,TRÁNSITO,TRÁNSITO,1.0,1.0,1.38
P028110626042964830,07007993,17-15-052,TRÁNSITO,TRÁNSITO,1.0,1.0,1.43
P028110626042964830,07007993,17-15-053,TRÁNSITO,TRÁNSITO,1.0,1.0,1.6
P028110626042964830,07007993,17-15-054,TRÁNSITO,TRÁNSITO,1.0,1.0,1.76
P028110626042964830,07007993,17-15-055,TRÁNSITO,TRÁNSITO,1.0,1.0,1.99
P028110626042964830,07007993,17-15-056,TRÁNSITO,TRÁNSITO,1.0,1.0,2.01
P028110626042964830,07007993,17-15-057,TRÁNSITO,TRÁNSITO,1.0,1.0,2.7
P028110626042964830,07007993,17-15-058,TRÁNSITO,TRÁNSITO,1.0,1.0,3.53
P028110626042964830,07007993,17-15-059,TRÁNSITO,TRÁNSITO,1.0,1.0,3.86
P028110626042964830,07007993,17-15-048,TRÁNSITO,TRÁNSITO,1.0,1.0,1.27
P028110626042964830,07007993,17-15-047,TRÁNSITO,TRÁNSITO,1.0,1.0,1.22
P028110626042964830,07007993,17-15-046,TRÁNSITO,TRÁNSITO,1.0,1.0,1.22
P028110626042964830,07007993,17-15-044,TRÁNSITO,TRÁNSITO,1.0,1.0,1.27
P028110626042364767,07003637,18-40-025,TRÁNSITO,TRÁNSITO,1.0,1.0,37.04
P028110626042264762,07004818,03-20-047,TRÁNSITO,TRÁNSITO,1.0,1.0,97.62
P028110626041764724,07001744,12-31-002,TRÁNSITO,TRÁNSITO,1.0,1.0,32.96
P028110626042964831,07007994,13-19-118,TRÁNSITO,TRÁNSITO,1.0,1.0,57.9
P028110626040964663,06997152,03-32-036,TRÁNSITO,TRÁNSITO,1.0,1.0,24.21
P028110626042864821,07007990,03-08-023,TRÁNSITO,TRÁNSITO,1.0,1.0,89.4624
P028110626042864822,07007504,13-43-004,TRÁNSITO,TRÁNSITO,1.0,1.0,81.536
P028110626041564711,07000489,20-19-056,TRÁNSITO,TRÁNSITO,1.0,1.0,25.4
P028110626040964665,06997295,16-13-029,TRÁNSITO,TRÁNSITO,1.0,1.0,25.94
P028110626042564806,07004982,20-31-016,TRÁNSITO,TRÁNSITO,1.0,1.0,27.5
P028110626043064842,07009031,16-25-023,TRÁNSITO,TRÁNSITO,1.0,1.0,58.0
P028110626041664717,07000040,20-25-036,TRÁNSITO,TRÁNSITO,1.0,1.0,123.0
P028110626050464849,07009159,18-40-024,TRÁNSITO,TRÁNSITO,1.0,1.0,73.38
P028110626042164738,07003507,03-59-007,TRÁNSITO,TRÁNSITO,1.0,1.0,133.4208
P028110626041764726,07001156,30-16-021,TRÁNSITO,TRÁNSITO,1.0,1.0,22.168
P028110626041764726,07001156,30-16-022,TRÁNSITO,TRÁNSITO,1.0,1.0,22.168
P028110626042264756,07002934,18-40-028,TRÁNSITO,TRÁNSITO,1.0,1.0,205.46
P028110626041564713,06999767,13-46-113,TRÁNSITO,TRÁNSITO,1.0,1.0,40.56
P028110626041664719,07000042,30-16-065,TRÁNSITO,TRÁNSITO,1.0,1.0,31.31
P028110626042464784,07004263,10-43-012,TRÁNSITO,TRÁNSITO,1.0,1.0,94.84
P028110626042564802,07005245,10-34-037,TRÁNSITO,TRÁNSITO,1.0,1.0,77.5
P006406426042267440,07002912,13-31-011,TRÁNSITO,TRÁNSITO,1.0,1.0,38.59
P003003026041160672,06997808,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,17.8
P003003026040960654,06996821,03-12-008,TRÁNSITO,TRÁNSITO,1.0,1.0,28.24
P003003026042360731,07003905,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,17.8
P003003026041560691,07000197,03-10-028,TRÁNSITO,TRÁNSITO,1.0,1.0,68.0
P003003026042160719,07002901,10-43-000,TRÁNSITO,TRÁNSITO,1.0,1.0,50.0
P008008026042160599,07002191,10-43-030,TRÁNSITO,TRÁNSITO,1.0,1.0,129.67
P008008026042560614,07005232,10-04-012,TRÁNSITO,TRÁNSITO,1.0,1.0,82.22
P018718726042565873,07004810,16-34-089,TRÁNSITO,TRÁNSITO,1.0,1.0,37.8
P018718726042965883,07006954,16-34-089,TRÁNSITO,TRÁNSITO,1.0,1.0,37.8
P018718726042165846,07002831,30-16-144,TRÁNSITO,TRÁNSITO,1.0,1.0,24.21
P018718726042465871,07004808,16-34-089,TRÁNSITO,TRÁNSITO,1.0,1.0,37.8
P018718726042565875,07004811,16-34-089,TRÁNSITO,TRÁNSITO,1.0,1.0,37.8
P018718726041665823,07001099,10-19-016,TRÁNSITO,TRÁNSITO,1.0,1.0,36.74
P030818726042760005,07006582,33-07-083,TRÁNSITO,TRÁNSITO,1.0,1.0,1.91
P018718726042965884,07006955,03-12-008,TRÁNSITO,TRÁNSITO,1.0,1.0,20.6
P030808926041560001,06999983,33-07-003,TRÁNSITO,TRÁNSITO,1.0,1.0,5.93
P011211226042260203,07002704,10-43-008,TRÁNSITO,TRÁNSITO,1.0,1.0,104.63
P011211226042160193,07002545,10-43-017,TRÁNSITO,TRÁNSITO,1.0,1.0,206.71
P011211226042160193,07002545,10-43-012,TRÁNSITO,TRÁNSITO,1.0,1.0,122.06
P011211226041160177,06997978,03-08-053,TRÁNSITO,TRÁNSITO,1.0,1.0,136.38
P095911226050460007,07009578,03-28-012,TRÁNSITO,TRÁNSITO,1.0,1.0,100.8
P011211226041060171,06997668,20-28-031,TRÁNSITO,TRÁNSITO,1.0,1.0,83.64
P011211226041060173,06997670,10-58-011,TRÁNSITO,TRÁNSITO,1.0,1.0,127.536
P011211226042260202,07004275,03-20-045,TRÁNSITO,TRÁNSITO,1.0,1.0,103.69
P025711226041760010,07001620,03-20-045,TRÁNSITO,TRÁNSITO,1.0,1.0,103.69
P010810826042766668,07006767,16-34-113,TRÁNSITO,TRÁNSITO,1.0,1.0,66.92
P010810826042066628,07001949,10-01-003,TRÁNSITO,TRÁNSITO,1.0,1.0,97.64
P013113126042962886,07007561,03-07-001,TRÁNSITO,TRÁNSITO,1.0,1.0,214.7424
P013113126042762881,07006773,16-34-114,TRÁNSITO,TRÁNSITO,1.0,1.0,54.0
P013113126042762879,07006771,20-04-003,TRÁNSITO,TRÁNSITO,1.0,1.0,175.68
P013113126042762880,07006772,04-19-081,TRÁNSITO,TRÁNSITO,1.0,1.0,116.14
P020120126041662707,07000077,18-40-022,TRÁNSITO,TRÁNSITO,1.0,1.0,39.37
P020120126041662707,07000077,10-31-016,TRÁNSITO,TRÁNSITO,1.0,1.0,126.56
P020120126043062760,07008379,10-25-021,TRÁNSITO,TRÁNSITO,1.0,1.0,75.2
P020120126042062717,07001702,03-20-039,TRÁNSITO,TRÁNSITO,1.0,1.0,77.1
P020120126041662706,07000667,03-08-226,TRÁNSITO,TRÁNSITO,1.0,1.0,75.13
P020120126043062760,07008379,10-13-013,TRÁNSITO,TRÁNSITO,1.0,1.0,32.13
P020120126042062720,07002002,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,24.4
P020120126042062717,07001702,03-20-034,TRÁNSITO,TRÁNSITO,1.0,1.0,72.74
P015415426041764762,07000474,10-43-030,TRÁNSITO,TRÁNSITO,1.0,1.0,129.67
P015415426042264795,07004417,20-28-033,TRÁNSITO,TRÁNSITO,1.0,1.0,106.82
P015415426042264796,07004418,20-28-033,TRÁNSITO,TRÁNSITO,1.0,1.0,83.0
P015415426041064733,06998196,10-49-008,TRÁNSITO,TRÁNSITO,1.0,1.0,45.63
P015415426041464741,06999402,03-32-047,TRÁNSITO,TRÁNSITO,1.0,1.0,77.11
P008808826040961093,06997679,20-31-013,TRÁNSITO,TRÁNSITO,1.0,1.0,71.32
P008808826042261168,07004239,12-25-035,TRÁNSITO,TRÁNSITO,1.0,1.0,5.2
P008808826041661130,07000454,20-28-003,TRÁNSITO,TRÁNSITO,1.0,1.0,113.33
P008808826040961089,06996834,30-16-065,TRÁNSITO,TRÁNSITO,1.0,1.0,31.31
P008808826041561126,07000212,20-28-001,TRÁNSITO,TRÁNSITO,1.0,1.0,120.0
P007807826041763005,07001449,03-20-048,TRÁNSITO,TRÁNSITO,1.0,1.0,101.87
P007807826041562968,07000226,13-43-008,TRÁNSITO,TRÁNSITO,1.0,1.0,110.0
P007807826042763085,07006829,04-19-010,TRÁNSITO,TRÁNSITO,1.0,1.0,147.99
P007807826050463146,07009137,22-64-020,TRÁNSITO,TRÁNSITO,1.0,1.0,22.72
P007807826041662998,07000710,03-20-047,TRÁNSITO,TRÁNSITO,1.0,1.0,97.62
P007807826041062934,06997730,03-20-046,TRÁNSITO,TRÁNSITO,1.0,1.0,88.58
P007807826042263043,07004166,03-10-026,TRÁNSITO,TRÁNSITO,1.0,1.0,179.28
P012612626042963866,07008269,03-15-035,TRÁNSITO,TRÁNSITO,1.0,1.0,150.3905
P012612626042263827,07004798,30-16-140,TRÁNSITO,TRÁNSITO,1.0,1.0,24.21
P012612626042263827,07004798,30-16-141,TRÁNSITO,TRÁNSITO,1.0,1.0,24.21
P012612626042263827,07004798,30-16-139,TRÁNSITO,TRÁNSITO,1.0,1.0,24.21
P012612626042363830,07004799,30-16-141,TRÁNSITO,TRÁNSITO,1.0,1.0,24.21
P025712626043060001,07009470,03-24-039,TRÁNSITO,TRÁNSITO,1.0,1.0,34.66
P012612626042263818,07002874,20-04-003,TRÁNSITO,TRÁNSITO,1.0,1.0,175.68
P006506526042861969,07006826,04-52-003,TRÁNSITO,TRÁNSITO,1.0,1.0,21.79
P006506526042761957,07005835,03-37-009,TRÁNSITO,TRÁNSITO,1.0,1.0,243.85
P031611026040961026,06996667,03-46-011,TRÁNSITO,TRÁNSITO,1.0,1.0,124.74
P031611026042461088,07005323,03-44-001,TRÁNSITO,TRÁNSITO,1.0,1.0,6.6144
P031611026042461088,07005323,03-44-004,TRÁNSITO,TRÁNSITO,1.0,1.0,10.6464
P031611026040961027,06998287,16-58-079,TRÁNSITO,TRÁNSITO,1.0,1.0,13.31
P003903926043061545,07008770,03-20-046,TRÁNSITO,TRÁNSITO,1.0,1.0,84.8718
P003903926042561532,07005228,22-61-036,TRÁNSITO,TRÁNSITO,1.0,1.0,188.91
P003903926041061476P,06997347,16-10-026,TRÁNSITO,TRÁNSITO,1.0,1.0,135.73
P026826826042765317,07005911,10-01-026,TRÁNSITO,TRÁNSITO,1.0,1.0,217.08
P026826826041365208,06998619,13-07-002,TRÁNSITO,TRÁNSITO,1.0,1.0,26.8
P026826826042365278,07004120,03-20-094,TRÁNSITO,TRÁNSITO,1.0,1.0,23.22
P026826826042965336,07006787,10-22-010,TRÁNSITO,TRÁNSITO,1.0,1.0,50.17
P093410926041463747,06998879,10-52-003,TRÁNSITO,TRÁNSITO,1.0,1.0,26.85
P004504526041462575,06999073,16-64-004,TRÁNSITO,TRÁNSITO,1.0,1.0,14.14
P004504526042362599,07004779,20-28-034,TRÁNSITO,TRÁNSITO,1.0,1.0,108.11
P095919226042860010,07006894,03-26-017,TRÁNSITO,TRÁNSITO,1.0,1.0,150.1855
P023320626040860018,06996153,33-07-083,TRÁNSITO,TRÁNSITO,1.0,1.0,1.91
P038220626042060478,07002043,07-01-026,TRÁNSITO,TRÁNSITO,1.0,1.0,6.45
P038220626042060478,07002043,20-10-013,TRÁNSITO,TRÁNSITO,1.0,1.0,9.77
P038220626041160426,06998208,20-28-022,TRÁNSITO,TRÁNSITO,1.0,1.0,91.23
P038220626042360497,07003916,10-04-012,TRÁNSITO,TRÁNSITO,1.0,1.0,82.22
P019419426041660511,07000979,13-31-011,TRÁNSITO,TRÁNSITO,1.0,1.0,38.59
P019419426042260516,07004461,04-19-035,TRÁNSITO,TRÁNSITO,1.0,1.0,147.99
P095919426042960007,07007720,03-08-068,TRÁNSITO,TRÁNSITO,1.0,1.0,30.52
P019419426042460524,07004132,18-40-025,TRÁNSITO,TRÁNSITO,1.0,1.0,37.04
P015015026041662780,07000891,03-28-013,TRÁNSITO,TRÁNSITO,1.0,1.0,160.74
P016416426041464747,06998453,10-01-027,TRÁNSITO,TRÁNSITO,1.0,1.0,220.77
P002902926043065076,07008283,03-30-006,TRÁNSITO,TRÁNSITO,1.0,1.0,58.63
P002902926042865063,07006988,20-31-013,TRÁNSITO,TRÁNSITO,1.0,1.0,52.02
P003803826042064037,07001770,10-43-019,TRÁNSITO,TRÁNSITO,1.0,1.0,82.5
P003803826041364010,06998021,10-43-029,TRÁNSITO,TRÁNSITO,1.0,1.0,207.73
P005905926041366436,06997884,22-64-010,TRÁNSITO,TRÁNSITO,1.0,1.0,33.18
P005905926043066597,07008671,04-19-036,TRÁNSITO,TRÁNSITO,1.0,1.0,147.99
P005905926050466609,07009162,18-40-034,TRÁNSITO,TRÁNSITO,1.0,1.0,302.4
P030609226040960174,06996367,13-40-010,TRÁNSITO,TRÁNSITO,1.0,1.0,242.5
P012212226042560547,07005329,13-07-055,TRÁNSITO,TRÁNSITO,1.0,1.0,26.05
P012212226050260565,07009305,07-01-022,TRÁNSITO,TRÁNSITO,1.0,1.0,22.14
P012212226050260566,07008431,10-61-034,TRÁNSITO,TRÁNSITO,1.0,1.0,258.6
P012212226040760502,06996220,13-58-009,TRÁNSITO,TRÁNSITO,1.0,1.0,22.74
P012212226042960558,07007782,03-20-046,TRÁNSITO,TRÁNSITO,1.0,1.0,91.26
P012212226042960559,07007783,04-40-024,TRÁNSITO,TRÁNSITO,1.0,1.0,195.01
P006806826042863546,07006151,03-30-027,TRÁNSITO,TRÁNSITO,1.0,1.0,159.3155
P006806826041263467,06998305,17-46-006,TRÁNSITO,TRÁNSITO,1.0,1.0,4.8
P006806826041263467,06998305,17-46-008,TRÁNSITO,TRÁNSITO,1.0,1.0,8.81
P006806826041263467,06998305,17-46-007,TRÁNSITO,TRÁNSITO,1.0,1.0,5.69
P006806826042163509,07002603,03-40-017,TRÁNSITO,TRÁNSITO,1.0,1.0,224.7168
P006806826042263518,07004436,17-40-010,TRÁNSITO,TRÁNSITO,1.0,1.0,9.03
P020616726042262693,07003566,10-28-015,TRÁNSITO,TRÁNSITO,1.0,1.0,63.98
P020616726041762675,07000930,10-31-009,TRÁNSITO,TRÁNSITO,1.0,1.0,53.42
P020616726041462650,06999913,13-19-198,TRÁNSITO,TRÁNSITO,1.0,1.0,13.64
P094303626042460051,07004690,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,17.8
P094303626042760053,07006255,10-28-003,TRÁNSITO,TRÁNSITO,1.0,1.0,15.92
P013813826042862187,07007050,13-49-001,TRÁNSITO,TRÁNSITO,1.0,1.0,42.67
P009414126041962561,07002844,03-58-017,TRÁNSITO,TRÁNSITO,1.0,1.0,30.76
P009414126041962561,07002844,01-13-018,TRÁNSITO,TRÁNSITO,1.0,1.0,10.98
P018018026042262027,07003557,13-58-016,TRÁNSITO,TRÁNSITO,1.0,1.0,88.26
P025025026041362229,06998585,03-07-021,TRÁNSITO,TRÁNSITO,1.0,1.0,89.0
P005805826042465557,07005282,10-31-001,TRÁNSITO,TRÁNSITO,1.0,1.0,36.11
P005805826042465556,07005932,10-28-015,TRÁNSITO,TRÁNSITO,1.0,1.0,82.35
P009109126041662546,07000736,04-40-024,TRÁNSITO,TRÁNSITO,1.0,1.0,195.01
P009109126042862594,07007185,16-34-111,TRÁNSITO,TRÁNSITO,1.0,1.0,66.92
P016412126042464783,07004720,03-26-017,TRÁNSITO,TRÁNSITO,1.0,1.0,150.1855
P016412126042864795,07006598,03-10-027,TRÁNSITO,TRÁNSITO,1.0,1.0,65.64
P016412126041664774,07001314,03-28-012,TRÁNSITO,TRÁNSITO,1.0,1.0,135.49
P006406426042767505,07006253,03-58-017,TRÁNSITO,TRÁNSITO,1.0,1.0,30.76
P006406426041767412,07000999,03-46-007,TRÁNSITO,TRÁNSITO,1.0,1.0,155.73
P006406426041067363,06997274,03-46-007,TRÁNSITO,TRÁNSITO,1.0,1.0,155.73
P012512526041463190,06999240,03-14-001,TRÁNSITO,TRÁNSITO,1.0,1.0,206.676
P012512526042263214,07002829,30-16-126,TRÁNSITO,TRÁNSITO,1.0,1.0,33.0055
P012512526042563233,07005785,03-58-017,TRÁNSITO,TRÁNSITO,1.0,1.0,30.76
P020020026040863384,06996324,10-25-033,TRÁNSITO,TRÁNSITO,1.0,1.0,227.55
P026220026042860099,07006176,03-10-026,TRÁNSITO,TRÁNSITO,1.0,1.0,179.28
P031611026042361081,07004405,04-19-087,TRÁNSITO,TRÁNSITO,1.0,1.0,72.53
P031611026041061030,06997086,18-22-023,TRÁNSITO,TRÁNSITO,1.0,1.0,60.0
P026504626041460048,06998754,03-26-017,TRÁNSITO,TRÁNSITO,1.0,1.0,155.0685
P096404626040960130,06997662,03-02-052,TRÁNSITO,TRÁNSITO,1.0,1.0,33.23
P017417426041462225,06999872,04-40-013,TRÁNSITO,TRÁNSITO,1.0,1.0,176.86
P017417426040762198,06996855,03-24-034,TRÁNSITO,TRÁNSITO,1.0,1.0,159.8565
P017417426042162249,07002319,03-07-001,TRÁNSITO,TRÁNSITO,1.0,1.0,214.7424
P017417426042162248,07002318,01-16-016,TRÁNSITO,TRÁNSITO,1.0,1.0,46.07
P030817426042260001,07003692,33-07-088,TRÁNSITO,TRÁNSITO,1.0,1.0,0.29
P019819826041662885,07001086,18-22-026,TRÁNSITO,TRÁNSITO,1.0,1.0,222.0
P014514526042763992,07006685,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,17.8
P031611026041761056,07001148,03-20-046,TRÁNSITO,TRÁNSITO,1.0,1.0,125.12
P007607626040863450,06996241,10-52-004,TRÁNSITO,TRÁNSITO,1.0,1.0,26.05
P026826826042165252,07002974,17-06-022,TRÁNSITO,TRÁNSITO,1.0,1.0,12.49
P005205226042363372,07004020,10-43-014,TRÁNSITO,TRÁNSITO,1.0,1.0,76.62
P026826826041665222,06999982,16-34-093,TRÁNSITO,TRÁNSITO,1.0,1.0,75.41
P026826826042165253,07002975,16-25-023,TRÁNSITO,TRÁNSITO,1.0,1.0,74.65
P005205226042363372,07004020,10-43-013,TRÁNSITO,TRÁNSITO,1.0,1.0,95.83
P038312826042460094,07004997,30-16-014,TRÁNSITO,TRÁNSITO,1.0,1.0,19.69
P010810826042066625,07001586,18-40-022,TRÁNSITO,TRÁNSITO,1.0,1.0,28.71
P011811826042062432,07001909,10-43-030,TRÁNSITO,TRÁNSITO,1.0,1.0,129.67
P007607626041763474,07001144,03-15-043,TRÁNSITO,TRÁNSITO,1.0,1.0,100.0
P003003026042760758,07006022,03-08-070,TRÁNSITO,TRÁNSITO,1.0,1.0,165.0
P004804826040762413,06997021,17-40-007,TRÁNSITO,TRÁNSITO,1.0,1.0,3.57
P003003026042060708,07002896,04-19-005,TRÁNSITO,TRÁNSITO,1.0,1.0,122.98
P008008026042560612,07005639,03-51-023,TRÁNSITO,TRÁNSITO,1.0,1.0,75.85
P004804826040762412,06996940,10-19-015,TRÁNSITO,TRÁNSITO,1.0,1.0,29.86
P004804826040962419,06996505,10-43-030,TRÁNSITO,TRÁNSITO,1.0,1.0,191.16
P027127126041365066,06998460,10-61-041,TRÁNSITO,TRÁNSITO,1.0,1.0,104.05
P027127126043065168,07008436,10-61-041,TRÁNSITO,TRÁNSITO,1.0,1.0,106.13
P094404726042962204,07008248,03-30-003,TRÁNSITO,TRÁNSITO,1.0,1.0,210.851
P097510926043060001,07008145,33-07-182,TRÁNSITO,TRÁNSITO,1.0,1.0,1.61
P026510926040960066,06996776,03-08-068,TRÁNSITO,TRÁNSITO,1.0,1.0,43.2
P026510926042060076,07002205,03-08-068,TRÁNSITO,TRÁNSITO,1.0,1.0,31.51
P013113126042462877,07005942,10-28-015,TRÁNSITO,TRÁNSITO,1.0,1.0,63.98
P013113126043062890,07008561,03-07-001,TRÁNSITO,TRÁNSITO,1.0,1.0,214.7424
P013113126042462874,07004573,16-25-023,TRÁNSITO,TRÁNSITO,1.0,1.0,58.0
P040107226042960102,07007482,13-07-063,TRÁNSITO,TRÁNSITO,1.0,1.0,24.03
P040107226050560110,07009613,03-02-063,TRÁNSITO,TRÁNSITO,1.0,1.0,27.0
P172017226042462777,07004869,10-28-015,TRÁNSITO,TRÁNSITO,1.0,1.0,63.98
P172017226042162761,07003434,13-31-011,TRÁNSITO,TRÁNSITO,1.0,1.0,38.59
P172017226043062801,07008968,10-16-113,TRÁNSITO,TRÁNSITO,1.0,1.0,77.61
P172017226042962796,07007526,10-52-004,TRÁNSITO,TRÁNSITO,1.0,1.0,19.0
P010810826042166633,07002142,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,17.8
P018418426042562443,07005944,03-26-017,TRÁNSITO,TRÁNSITO,1.0,1.0,150.1855
P003503526042360629,07004505,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,17.8
P025703526043060001,07008564,03-24-039,TRÁNSITO,TRÁNSITO,1.0,1.0,34.66
P030817426042260002,07003693,33-07-088,TRÁNSITO,TRÁNSITO,1.0,1.0,0.29
P017417426041562227,06999874,16-46-031,TRÁNSITO,TRÁNSITO,1.0,1.0,36.78
P017417426041562227,06999874,16-64-006,TRÁNSITO,TRÁNSITO,1.0,1.0,18.65
P017417426041562227,06999874,16-64-005,TRÁNSITO,TRÁNSITO,1.0,1.0,32.97
P017417426041562228,06999875,03-58-017,TRÁNSITO,TRÁNSITO,1.0,1.0,30.76
P017417426042662265,07005348,10-28-004,TRÁNSITO,TRÁNSITO,1.0,1.0,42.45
P017417426041562227,06999874,16-46-030,TRÁNSITO,TRÁNSITO,1.0,1.0,36.96
P001901926041463533,06999014,22-64-014,TRÁNSITO,TRÁNSITO,1.0,1.0,57.38
P003003026042060705,07002805,12-19-012,TRÁNSITO,TRÁNSITO,1.0,1.0,14.0
P003003026041460683,06999140,10-43-009,TRÁNSITO,TRÁNSITO,1.0,1.0,116.88
P003003026042360734,07004375,20-28-034,TRÁNSITO,TRÁNSITO,1.0,1.0,108.11
P016239026041163342,06998270,10-43-000,TRÁNSITO,TRÁNSITO,1.0,1.0,50.0
P016239026041563354,07000350,01-16-086,TRÁNSITO,TRÁNSITO,1.0,1.0,38.06
P016239026041563355,07000075,10-61-026,TRÁNSITO,TRÁNSITO,1.0,1.0,193.46
P016239026041663359,07000351,02-43-019,TRÁNSITO,TRÁNSITO,1.0,1.0,128.77
P016239026042763400,07006110,10-37-001,TRÁNSITO,TRÁNSITO,1.0,1.0,29.13
P016239026042863405,07007878,16-34-093,TRÁNSITO,TRÁNSITO,1.0,1.0,55.0
P026519926041660047,07001264,03-26-018,TRÁNSITO,TRÁNSITO,1.0,1.0,344.6505
P014614626050465751,07009068,37-10-044,TRÁNSITO,TRÁNSITO,1.0,1.0,81.31
P023319926041460026,06998779,33-07-038,TRÁNSITO,TRÁNSITO,1.0,1.0,0.33
P097519926043060001,07008128,33-07-038,TRÁNSITO,TRÁNSITO,1.0,1.0,0.33
P007307326042464796,07005495,03-27-004,TRÁNSITO,TRÁNSITO,1.0,1.0,36.76
P007307326040764685,06996579,10-49-008,TRÁNSITO,TRÁNSITO,1.0,1.0,63.81
P030807326042060003,07002115,33-07-088,TRÁNSITO,TRÁNSITO,1.0,1.0,0.29
P007307326041364728,06999167,13-58-029,TRÁNSITO,TRÁNSITO,1.0,1.0,58.2
P007307326042264788,07004991,03-22-006,TRÁNSITO,TRÁNSITO,1.0,1.0,18.24
P007307326042364792,07005494,30-16-108,TRÁNSITO,TRÁNSITO,1.0,1.0,31.93
P008208226043062225,07008910,04-40-024,TRÁNSITO,TRÁNSITO,1.0,1.0,195.01
P008208226040962166,06997316,13-58-017,TRÁNSITO,TRÁNSITO,1.0,1.0,84.06
P027127126042865148,07007058,03-40-016,TRÁNSITO,TRÁNSITO,1.0,1.0,182.7744
P027127126043065169,07008622,10-19-017,TRÁNSITO,TRÁNSITO,1.0,1.0,77.97
P031402026041261821,06997805,10-43-006,TRÁNSITO,TRÁNSITO,1.0,1.0,165.57
P031402026041761831,07001377,10-61-034,TRÁNSITO,TRÁNSITO,1.0,1.0,248.66
P031402026042661883,07005387,10-46-016,TRÁNSITO,TRÁNSITO,1.0,1.0,93.96
P031402026042661879,07005386,04-19-079,TRÁNSITO,TRÁNSITO,1.0,1.0,116.14
P031402026041161800,06997475,10-40-000,TRÁNSITO,TRÁNSITO,1.0,1.0,160.73
P012912926042864681,07006603,03-20-093,TRÁNSITO,TRÁNSITO,1.0,1.0,5.8
P012912926040964565,06997510,10-43-017,TRÁNSITO,TRÁNSITO,1.0,1.0,163.82
P012912926042764673,07006682,16-13-028,TRÁNSITO,TRÁNSITO,1.0,1.0,29.1
P089706026040962768,06996546,13-40-008,TRÁNSITO,TRÁNSITO,1.0,1.0,115.0
P089706026050462894,07009146,10-52-007,TRÁNSITO,TRÁNSITO,1.0,1.0,19.3
P089706026042562865,07006198,20-43-003,TRÁNSITO,TRÁNSITO,1.0,1.0,25.03
P005505526042364133,07003947,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,17.8
P005505526042764152,07006166,22-43-024,TRÁNSITO,TRÁNSITO,1.0,1.0,19.7783
P005505526042764152,07006166,22-43-007,TRÁNSITO,TRÁNSITO,1.0,1.0,18.91
P005505526042764148,07006163,03-08-023,TRÁNSITO,TRÁNSITO,1.0,1.0,89.4624
P005505526042964158,07007986,04-19-087,TRÁNSITO,TRÁNSITO,1.0,1.0,72.53
P005505526042764146,07006162,01-16-087,TRÁNSITO,TRÁNSITO,1.0,1.0,52.4
P005505526042164112,07003501,03-20-037,TRÁNSITO,TRÁNSITO,1.0,1.0,72.16
P003703726040763915,06996157,10-16-001,TRÁNSITO,TRÁNSITO,1.0,1.0,71.915
P003703726041663940,07000523,10-43-019,TRÁNSITO,TRÁNSITO,1.0,1.0,82.5
P016416426043064792,07008293,03-46-008,TRÁNSITO,TRÁNSITO,1.0,1.0,113.59
P010810826041666605,07000780,20-28-001,TRÁNSITO,TRÁNSITO,1.0,1.0,120.0
P095606626042060458,07001925,03-44-004,TRÁNSITO,TRÁNSITO,1.0,1.0,8.2752
P001801826041762551,07000853,10-04-018,TRÁNSITO,TRÁNSITO,1.0,1.0,96.0
P001801826043062592P,07008406,10-04-018,TRÁNSITO,TRÁNSITO,1.0,1.0,96.0
P037115926040960016,06996931,03-08-068,TRÁNSITO,TRÁNSITO,1.0,1.0,30.52
P030606626041860170,07001467,13-58-022,TRÁNSITO,TRÁNSITO,1.0,1.0,103.95
P012712726042263420,07003270,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,22.91
P012712726042263420,07003270,10-52-000,TRÁNSITO,TRÁNSITO,1.0,1.0,23.17
P012712726041663399,07000336,10-52-014,TRÁNSITO,TRÁNSITO,1.0,1.0,24.4
P023312726041360021,07002447,33-07-192,TRÁNSITO,TRÁNSITO,1.0,1.0,5.0
P014014026040962959,06997098,04-19-079,TRÁNSITO,TRÁNSITO,1.0,1.0,116.14
P034209526040861298,06996305,10-01-025,TRÁNSITO,TRÁNSITO,1.0,1.0,272.19
P008808826041461118,06999088,03-20-094,TRÁNSITO,TRÁNSITO,1.0,1.0,30.39
P008808826041061097,06997682,20-28-000,TRÁNSITO,TRÁNSITO,1.0,1.0,120.0
P008808826041061098,06997683,20-28-001,TRÁNSITO,TRÁNSITO,1.0,1.0,120.0
P008808826050361208,07008369,10-52-000,TRÁNSITO,TRÁNSITO,1.0,1.0,18.0
P016516526041563274,07000569,20-04-003,TRÁNSITO,TRÁNSITO,1.0,1.0,175.68
P014014026041162970,06997991,20-28-032,TRÁNSITO,TRÁNSITO,1.0,1.0,78.0
