NUMERO PEDIDO,NUMERO FACTURA,COD-ART,ESTATUS LINEA,ESTATUS LINEA FDV,CANT PEDIDA,CANTIDAD ART,VENTA DOLARES
P004404426050361613,03377777,01-03-283,TRÁNSITO,TRÁNSITO,40.0,40.0,4.4
P024655326043060219,03377703,01-12-996,TRÁNSITO,TRÁNSITO,40.0,40.0,99.716
P025016826042260021,03376020,25-03-166,TRÁNSITO,TRÁNSITO,40.0,40.0,291.08
P025016826042260021,03376020,28-01-045,TRÁNSITO,TRÁNSITO,40.0,40.0,181.6
P004404426050361610,03377776,31-03-006,TRÁNSITO,TRÁNSITO,40.0,40.0,336.4
P008515126041461692,03374656,01-24-114,TRÁNSITO,TRÁNSITO,40.0,40.0,17.6
P014914926042762599,03376840,15-03-024,TRÁNSITO,TRÁNSITO,40.0,40.0,36.366
P014914926042762599,03376840,15-03-026,TRÁNSITO,TRÁNSITO,40.0,40.0,37.582
P014914926042762599,03376840,15-03-027,TRÁNSITO,TRÁNSITO,40.0,40.0,37.962
P014914926042762599,03376840,15-03-028,TRÁNSITO,TRÁNSITO,40.0,40.0,36.746
P014914926042762599,03376840,15-03-029,TRÁNSITO,TRÁNSITO,40.0,40.0,39.216
P014914926042762599,03376837,15-03-856,TRÁNSITO,TRÁNSITO,40.0,40.0,37.962
P014914926042762599,03376837,01-03-284,TRÁNSITO,TRÁNSITO,40.0,40.0,16.226
P014914926042762599,03376837,01-03-285,TRÁNSITO,TRÁNSITO,40.0,40.0,22.61
P014914926042762599,03376838,01-24-110,TRÁNSITO,TRÁNSITO,40.0,40.0,18.278
P014914926042762599,03376838,01-24-111,TRÁNSITO,TRÁNSITO,40.0,40.0,18.278
P014914926042762599,03376842,02-01-019,TRÁNSITO,TRÁNSITO,40.0,40.0,12.8
P001101126042762714,03376988,14-01-079,TRÁNSITO,TRÁNSITO,40.0,40.0,17.2
P015702126042162038,03375798,01-24-114,TRÁNSITO,TRÁNSITO,40.0,40.0,12.936
P006100426042262837,03376007,01-24-114,TRÁNSITO,TRÁNSITO,40.0,40.0,13.2
P006100426042262837,03376007,01-24-111,TRÁNSITO,TRÁNSITO,40.0,40.0,19.2
P006100426042262837,03376007,01-24-110,TRÁNSITO,TRÁNSITO,40.0,40.0,19.2
P006100426042262837,03376008,31-18-016,TRÁNSITO,TRÁNSITO,40.0,40.0,26.4
P014914926041362539,03374456,01-03-284,TRÁNSITO,TRÁNSITO,40.0,40.0,16.8
P005018126050463497,03377769,01-24-114,TRÁNSITO,TRÁNSITO,40.0,40.0,12.54
P005018126050463497,03377769,01-24-111,TRÁNSITO,TRÁNSITO,40.0,40.0,18.24
P005018126050463497,03377771,01-03-283,TRÁNSITO,TRÁNSITO,40.0,40.0,4.18
P005018126050463497,03377771,01-03-284,TRÁNSITO,TRÁNSITO,40.0,40.0,16.34
P005018126050463497,03377768,01-24-110,TRÁNSITO,TRÁNSITO,40.0,40.0,18.24
P020903826041760702,03375183,20-01-263,TRÁNSITO,TRÁNSITO,40.0,40.0,202.0
P015702126042762070,03376776,01-24-114,TRÁNSITO,TRÁNSITO,40.0,40.0,13.04
P010310326041463485,03374562,02-03-106,TRÁNSITO,TRÁNSITO,40.0,40.0,20.0
P006100426041762814,03375095,01-03-284,TRÁNSITO,TRÁNSITO,40.0,40.0,17.08
P077613626041360105,03374395,15-01-394,TRÁNSITO,TRÁNSITO,40.0,40.0,1908.6108
P020803226041360401,03374372,02-06-065,TRÁNSITO,TRÁNSITO,40.0,40.0,139.2
P019719726040861272,03373752,01-24-286,TRÁNSITO,TRÁNSITO,40.0,40.0,70.4996
P004304326041360296,03374381,01-24-102,TRÁNSITO,TRÁNSITO,40.0,40.0,69.6
P004304326041360296,03374381,01-24-017,TRÁNSITO,TRÁNSITO,40.0,40.0,78.0
P004609026041765688,03375180,31-18-016,TRÁNSITO,TRÁNSITO,40.0,40.0,36.0
P004609026041365654,03374415,01-03-286,TRÁNSITO,TRÁNSITO,40.0,40.0,27.6
P006100426041762814,03375095,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.75
P006100426042262837,03376007,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.75
P022108526042460408,03376510,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.175
P004118726042863162,03377268,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.75
P006100426042262830,03375903,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.75
P005018126040963428,03374004,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.75
P015702126042762070,03376776,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.75
P020803226042260428,03375908,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,7.252
P004609026042765756,03376785,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.4625
P005018126050463497,03377768,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,5.4625
P008515126050461734,03377898,01-24-109,TRÁNSITO,TRÁNSITO,25.0,25.0,7.5
P025016826042260021,03376020,28-06-032,TRÁNSITO,TRÁNSITO,25.0,25.0,175.0375
P014914926041362539,03374457,01-24-087,TRÁNSITO,TRÁNSITO,25.0,25.0,15.4375
P014914926041362539,03374457,01-24-088,TRÁNSITO,TRÁNSITO,25.0,25.0,15.4375
P020903826041060692,03374215,01-24-100,TRÁNSITO,TRÁNSITO,25.0,25.0,12.5
P004609026042765756,03376785,01-24-100,TRÁNSITO,TRÁNSITO,25.0,25.0,11.875
P020220226042161501,03375813,01-24-100,TRÁNSITO,TRÁNSITO,25.0,25.0,11.875
P001401426042962951,03377498,12-06-155,TRÁNSITO,TRÁNSITO,30.0,30.0,185.1
P001401426043062961,03377677,07-06-212,TRÁNSITO,TRÁNSITO,30.0,30.0,407.16
P014914926041562552,03374814,02-01-023,TRÁNSITO,TRÁNSITO,30.0,30.0,23.1
P019719726040861272,03373752,01-24-102,TRÁNSITO,TRÁNSITO,30.0,30.0,52.23
P019719726040861272,03373752,01-12-488,TRÁNSITO,TRÁNSITO,30.0,30.0,46.8219
P015702126042462050,03376536,07-06-707,TRÁNSITO,TRÁNSITO,30.0,30.0,466.545
P024655326042960203,03377479,20-03-307,TRÁNSITO,TRÁNSITO,30.0,30.0,26.1
P004404426041461570,03374455,02-03-073,TRÁNSITO,TRÁNSITO,30.0,30.0,13.5
P011111126042163218,03376172,07-06-707,TRÁNSITO,TRÁNSITO,30.0,30.0,466.545
P017800726042764238,03376816,01-15-013,TRÁNSITO,TRÁNSITO,30.0,30.0,42.0
P004118726041663109,03375092,01-01-168,TRÁNSITO,TRÁNSITO,30.0,30.0,12.9
P004609026041365659,03375322,31-01-000,TRÁNSITO,TRÁNSITO,30.0,30.0,95.4
P020903826041760703,03375220,20-01-263,TRÁNSITO,TRÁNSITO,30.0,30.0,151.5
P022108526050460424,03377832,01-12-818,TRÁNSITO,TRÁNSITO,30.0,30.0,47.142
P022108526050460424,03377832,01-24-258,TRÁNSITO,TRÁNSITO,30.0,30.0,59.4
P004609026042565740,03376867,31-18-008,TRÁNSITO,TRÁNSITO,30.0,30.0,63.0015
P004609026042565740,03376867,01-12-716,TRÁNSITO,TRÁNSITO,30.0,30.0,30.12
P004404426050361610,03377776,06-01-061,TRÁNSITO,TRÁNSITO,30.0,30.0,44.4
P004404426041461573,03374657,01-01-154,TRÁNSITO,TRÁNSITO,30.0,30.0,34.2
P004404426041461573,03374657,01-01-153,TRÁNSITO,TRÁNSITO,30.0,30.0,25.8
P004404426041461573,03374657,01-01-164,TRÁNSITO,TRÁNSITO,30.0,30.0,21.6
P022108526042160399,03375739,01-24-113,TRÁNSITO,TRÁNSITO,30.0,30.0,54.096
P022108526042160399,03375739,01-12-716,TRÁNSITO,TRÁNSITO,30.0,30.0,37.926
P014914926042462597,03376573,31-18-022,TRÁNSITO,TRÁNSITO,30.0,30.0,19.8
P014914926041062532,03374103,01-24-113,TRÁNSITO,TRÁNSITO,30.0,30.0,42.6
P024217226041560188,03374987,02-03-073,TRÁNSITO,TRÁNSITO,30.0,30.0,9.9
P024217226041560188,03374987,02-03-071,TRÁNSITO,TRÁNSITO,30.0,30.0,5.7
P015702126042162038,03375798,01-24-113,TRÁNSITO,TRÁNSITO,30.0,30.0,42.042
P005018126050463497,03377768,01-12-132,TRÁNSITO,TRÁNSITO,30.0,30.0,4.2
P020220226042161502,03375814,20-03-307,TRÁNSITO,TRÁNSITO,30.0,30.0,26.1
P004609026042565745,03376709,31-18-003,TRÁNSITO,TRÁNSITO,50.0,50.0,55.8
P021727426042160065,03375817,25-03-233,TRÁNSITO,TRÁNSITO,50.0,50.0,28.05
P011111126042763242,03376883,02-03-073,TRÁNSITO,TRÁNSITO,50.0,50.0,16.5
P020220226040961479,03373960,31-18-044,TRÁNSITO,TRÁNSITO,50.0,50.0,8.0
P024414126041460120,03374575,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,7.65
P015415426040961523,03373944,31-18-002,TRÁNSITO,TRÁNSITO,50.0,50.0,44.5
P015415426040961523,03373944,06-01-061,TRÁNSITO,TRÁNSITO,50.0,50.0,57.0
P005018126043063486,03377455,01-15-734,TRÁNSITO,TRÁNSITO,50.0,50.0,88.27
P005018126043063486,03377455,20-03-307,TRÁNSITO,TRÁNSITO,50.0,50.0,43.5
P024713626042360098,03376198,31-01-014,TRÁNSITO,TRÁNSITO,50.0,50.0,29.5
P024713626042360098,03376198,31-01-015,TRÁNSITO,TRÁNSITO,50.0,50.0,28.5
P030930926041464931,03374545,02-03-117,TRÁNSITO,TRÁNSITO,50.0,50.0,15.2
P022804026043060136,03377503,25-03-234,TRÁNSITO,TRÁNSITO,50.0,50.0,22.0
P019719726041161278,03374292,20-03-307,TRÁNSITO,TRÁNSITO,50.0,50.0,59.5
P004609026042565740,03376867,31-18-006,TRÁNSITO,TRÁNSITO,50.0,50.0,97.6305
P014914926041562550,03374808,20-03-307,TRÁNSITO,TRÁNSITO,50.0,50.0,43.5
P005018126042163462,03375769,25-03-233,TRÁNSITO,TRÁNSITO,50.0,50.0,22.0
P020903826041060692,03374215,31-01-012,TRÁNSITO,TRÁNSITO,50.0,50.0,28.5
P004404426041461573,03374657,01-12-818,TRÁNSITO,TRÁNSITO,50.0,50.0,77.0
P004404426041461573,03374657,01-24-100,TRÁNSITO,TRÁNSITO,50.0,50.0,34.0
P008515126042361715,03376171,02-03-073,TRÁNSITO,TRÁNSITO,50.0,50.0,21.5
P020220226042161501,03375813,01-24-109,TRÁNSITO,TRÁNSITO,50.0,50.0,10.925
P006100426040862764,03373771,25-03-234,TRÁNSITO,TRÁNSITO,50.0,50.0,21.5
P006100426042262830,03375903,31-01-016,TRÁNSITO,TRÁNSITO,50.0,50.0,28.55
P006100426042262830,03375903,31-01-023,TRÁNSITO,TRÁNSITO,50.0,50.0,28.55
P022108526042160399,03375739,01-24-100,TRÁNSITO,TRÁNSITO,50.0,50.0,31.85
P022108526042160399,03375739,02-03-087,TRÁNSITO,TRÁNSITO,50.0,50.0,16.0
P004304326041060293,03374218,25-03-234,TRÁNSITO,TRÁNSITO,50.0,50.0,21.5
P022108526042360405,03376196,31-01-020,TRÁNSITO,TRÁNSITO,50.0,50.0,38.0
P022108526042360405,03376196,31-01-019,TRÁNSITO,TRÁNSITO,50.0,50.0,37.0
P022108526042360405,03376196,31-01-017,TRÁNSITO,TRÁNSITO,50.0,50.0,38.0
P022108526042360405,03376196,31-01-016,TRÁNSITO,TRÁNSITO,50.0,50.0,37.0
P022108526042360405,03376196,31-01-014,TRÁNSITO,TRÁNSITO,50.0,50.0,38.0
P015702126042162038,03375797,31-18-016,TRÁNSITO,TRÁNSITO,50.0,50.0,33.0
P005018126041563441,03374822,01-24-286,TRÁNSITO,TRÁNSITO,50.0,50.0,81.9
P005018126050463497,03377771,01-03-280,TRÁNSITO,TRÁNSITO,50.0,50.0,4.275
P014914926042762599,03376838,01-24-109,TRÁNSITO,TRÁNSITO,50.0,50.0,10.925
P014914926041362539,03374461,31-18-017,TRÁNSITO,TRÁNSITO,50.0,50.0,33.0
P014914926042762599,03376842,02-03-071,TRÁNSITO,TRÁNSITO,50.0,50.0,9.4
P020220226042161502,03375814,31-01-000,TRÁNSITO,TRÁNSITO,50.0,50.0,117.0
P005018126041563441,03374820,01-24-102,TRÁNSITO,TRÁNSITO,50.0,50.0,78.3
P005018126050463497,03377769,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,5.225
P011111126041063174,03374184,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,5.5
P022108526050460424,03377833,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,6.3
P004609026042765756,03376785,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,5.225
P008515126050461734,03377898,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,7.0
P015702126043062084,03377601,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,5.6
P077608226041460544,03374577,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,5.55
P006100426040862764,03373772,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,5.5
P005018126040963428,03374005,01-24-115,TRÁNSITO,TRÁNSITO,50.0,50.0,5.5
P011111126041063174,03374185,01-24-023,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P005018126040963428,03374004,01-24-023,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P004609026042965778,03377328,01-24-024,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P011111126041063174,03374184,01-24-024,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P005018126040963428,03374004,01-24-024,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P006100426050262888,03377782,01-24-025,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P005018126040963428,03374004,01-24-027,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P004609026042965778,03377328,01-24-026,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P005018126040963428,03374004,01-24-026,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P024655326041360158,03374449,01-24-031,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P024655326041360158,03374449,01-24-032,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P004609026042965778,03377328,01-24-031,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P004609026042965778,03377328,01-24-032,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P011111126041063174,03374184,01-24-031,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P011111126041063174,03374184,01-24-032,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P008515126050461734,03377898,01-24-029,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P005018126040963428,03374004,01-24-031,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P005018126040963428,03374004,01-24-032,TRÁNSITO,TRÁNSITO,100.0,100.0,5.0
P022108526050460424,03377833,01-24-025,TRÁNSITO,TRÁNSITO,100.0,100.0,4.5
P022108526050460424,03377833,01-24-029,TRÁNSITO,TRÁNSITO,100.0,100.0,4.5
P022108526050460424,03377833,01-24-030,TRÁNSITO,TRÁNSITO,100.0,100.0,4.5
P022108526050460424,03377833,01-24-033,TRÁNSITO,TRÁNSITO,100.0,100.0,4.5
P022108526050460424,03377833,01-24-026,TRÁNSITO,TRÁNSITO,100.0,100.0,5.4
P022108526050460424,03377833,01-24-027,TRÁNSITO,TRÁNSITO,100.0,100.0,5.4
P022108526050460424,03377833,01-24-031,TRÁNSITO,TRÁNSITO,100.0,100.0,5.4
P022108526050460424,03377833,01-24-032,TRÁNSITO,TRÁNSITO,100.0,100.0,5.4
P004118726041663109,03375092,02-01-029,TRÁNSITO,TRÁNSITO,100.0,100.0,6.0
P004118726041663109,03375092,02-01-030,TRÁNSITO,TRÁNSITO,100.0,100.0,6.0
P024414126042860145,03377081,31-18-038,TRÁNSITO,TRÁNSITO,100.0,100.0,6.0
P020220226040961479,03373960,31-18-041,TRÁNSITO,TRÁNSITO,100.0,100.0,20.0
P011111126042763242,03376883,01-24-029,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P004609026041365654,03374415,01-24-115,TRÁNSITO,TRÁNSITO,100.0,100.0,11.0
P001101126042762714,03376988,31-18-040,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P004609026042965778,03377328,01-24-025,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P004609026042965778,03377328,01-24-030,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P011111126041063174,03374184,01-24-030,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P024655326041360158,03374449,01-24-029,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P024655326041360158,03374449,01-24-030,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P005018126040963428,03374004,01-24-025,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P005018126040963428,03374004,01-24-029,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P005018126040963428,03374004,01-24-030,TRÁNSITO,TRÁNSITO,100.0,100.0,4.0
P011111126041063174,03374184,01-24-177,TRÁNSITO,TRÁNSITO,100.0,100.0,19.0
P020803226042260429,03376176,02-03-073,TRÁNSITO,TRÁNSITO,100.0,100.0,33.0
P015702126042162038,03375797,01-24-115,TRÁNSITO,TRÁNSITO,100.0,100.0,10.78
P004404426050361613,03377777,01-24-115,TRÁNSITO,TRÁNSITO,100.0,100.0,11.0
P014914926041362539,03374457,01-24-115,TRÁNSITO,TRÁNSITO,100.0,100.0,11.0
P014914926042762599,03376838,01-24-115,TRÁNSITO,TRÁNSITO,100.0,100.0,10.64
P020220226042161501,03375813,01-24-115,TRÁNSITO,TRÁNSITO,100.0,100.0,10.45
P014212126042061375,03375400,01-24-115,TRÁNSITO,TRÁNSITO,100.0,100.0,15.4
P014914926041062533,03374104,01-24-024,TRÁNSITO,TRÁNSITO,100.0,100.0,7.0
P022108526050460424,03377833,01-24-024,TRÁNSITO,TRÁNSITO,100.0,100.0,6.3
P022108526050460424,03377833,01-24-028,TRÁNSITO,TRÁNSITO,100.0,100.0,6.3
P008515126042161712,03375737,31-18-045,TRÁNSITO,TRÁNSITO,100.0,100.0,56.0
P004404426050361613,03377777,01-03-280,TRÁNSITO,TRÁNSITO,100.0,100.0,9.0
P019719726041161278,03374292,01-03-284,TRÁNSITO,TRÁNSITO,100.0,100.0,58.0
P004404426050361614,03377778,01-06-045,TRÁNSITO,TRÁNSITO,100.0,100.0,184.0
P014212126042061375,03375400,02-01-020,TRÁNSITO,TRÁNSITO,100.0,100.0,47.8
P004609026042565740,03376867,31-18-002,TRÁNSITO,TRÁNSITO,100.0,100.0,86.912
P004609026042565740,03376867,01-24-031,TRÁNSITO,TRÁNSITO,100.0,100.0,4.6
P004609026042565740,03376867,01-24-032,TRÁNSITO,TRÁNSITO,100.0,100.0,4.6
P004609026042565740,03376867,01-24-033,TRÁNSITO,TRÁNSITO,100.0,100.0,3.9
P008515126041461692,03374656,01-03-281,TRÁNSITO,TRÁNSITO,100.0,100.0,17.0
P024655326043060219,03377703,01-24-177,TRÁNSITO,TRÁNSITO,100.0,100.0,18.43
P014914926041062533,03374104,01-24-022,TRÁNSITO,TRÁNSITO,100.0,100.0,7.3
P014914926041062533,03374104,01-24-023,TRÁNSITO,TRÁNSITO,100.0,100.0,6.3
P014914926041062533,03374104,01-24-025,TRÁNSITO,TRÁNSITO,100.0,100.0,5.4
P014914926041062533,03374104,01-24-026,TRÁNSITO,TRÁNSITO,100.0,100.0,6.3
P001101126042762714,03376988,31-18-041,TRÁNSITO,TRÁNSITO,100.0,100.0,20.0
P001101126042762714,03376988,31-18-035,TRÁNSITO,TRÁNSITO,100.0,100.0,1.0
P022108526042160399,03375739,01-03-280,TRÁNSITO,TRÁNSITO,100.0,100.0,11.76
P014914926042462597,03376573,31-18-036,TRÁNSITO,TRÁNSITO,100.0,100.0,2.2
P014914926042462597,03376573,31-18-039,TRÁNSITO,TRÁNSITO,100.0,100.0,3.2
P014914926042462597,03376573,31-18-041,TRÁNSITO,TRÁNSITO,100.0,100.0,20.4
P006100426040862764,03373771,01-01-479,TRÁNSITO,TRÁNSITO,100.0,100.0,37.0
P004609026041065642,03374210,01-24-286,TRÁNSITO,TRÁNSITO,100.0,100.0,172.615
P015702126043062084,03377600,14-01-079,TRÁNSITO,TRÁNSITO,100.0,100.0,42.7
P022108526042360405,03376196,31-01-000,TRÁNSITO,TRÁNSITO,100.0,100.0,301.0
P014914926041062532,03374102,01-06-045,TRÁNSITO,TRÁNSITO,100.0,100.0,182.0
P009027426042260337,03375941,14-01-079,TRÁNSITO,TRÁNSITO,100.0,100.0,43.0
P009027426042260337,03375940,31-18-041,TRÁNSITO,TRÁNSITO,100.0,100.0,20.0
P005018126050463497,03377768,01-12-138,TRÁNSITO,TRÁNSITO,100.0,100.0,18.0
P005018126050463497,03377768,01-12-128,TRÁNSITO,TRÁNSITO,100.0,100.0,8.0
P014914926041362539,03374461,31-18-016,TRÁNSITO,TRÁNSITO,100.0,100.0,66.0
P014914926042762599,03376838,01-24-032,TRÁNSITO,TRÁNSITO,100.0,100.0,4.6
P014914926042762599,03376842,23-03-006,TRÁNSITO,TRÁNSITO,8.0,8.0,39.168
P005018126041563441,03374822,23-03-006,TRÁNSITO,TRÁNSITO,8.0,8.0,47.88
P015702126042762057,03376861,25-03-117,TRÁNSITO,TRÁNSITO,8.0,8.0,49.5864
P014914926041362539,03374458,05-01-272,TRÁNSITO,TRÁNSITO,8.0,8.0,20.2536
P022108526042460408,03376513,14-09-899,TRÁNSITO,TRÁNSITO,8.0,8.0,27.864
P009027426042260337,03375942,25-03-117,TRÁNSITO,TRÁNSITO,8.0,8.0,50.6088
P005018126050463497,03377769,14-09-055,TRÁNSITO,TRÁNSITO,8.0,8.0,22.08
P005018126050463497,03377769,14-09-058,TRÁNSITO,TRÁNSITO,8.0,8.0,22.08
P022804026041560083,03374721,20-03-066,TRÁNSITO,TRÁNSITO,8.0,8.0,5.688
P004404426041461571,03374626,23-03-043,TRÁNSITO,TRÁNSITO,8.0,8.0,91.6128
P004404426041461571,03374626,15-01-394,TRÁNSITO,TRÁNSITO,8.0,8.0,372.7944
P005018126041563441,03374822,23-03-005,TRÁNSITO,TRÁNSITO,8.0,8.0,47.88
P006100426043062881,03377413,01-15-629,TRÁNSITO,TRÁNSITO,8.0,8.0,128.4826
P006100426043062881,03377411,15-04-019,TRÁNSITO,TRÁNSITO,8.0,8.0,112.3949
P006100426043062881,03377412,01-15-510,TRÁNSITO,TRÁNSITO,8.0,8.0,182.2395
P006100426042262837,03376006,01-12-819,TRÁNSITO,TRÁNSITO,8.0,8.0,13.5024
P020903826042260710,03376017,20-02-068,TRÁNSITO,TRÁNSITO,8.0,8.0,233.092
P006100426042262837,03376007,01-24-104,TRÁNSITO,TRÁNSITO,8.0,8.0,11.28
P015702126043062084,03377600,22-01-052,TRÁNSITO,TRÁNSITO,8.0,8.0,29.0244
P015702126043062084,03377600,20-03-044,TRÁNSITO,TRÁNSITO,8.0,8.0,16.6272
P015702126043062084,03377600,20-03-335,TRÁNSITO,TRÁNSITO,8.0,8.0,23.608
P015702126043062084,03377600,20-03-306,TRÁNSITO,TRÁNSITO,8.0,8.0,20.704
P014914926042062573,03375514,04-01-449,TRÁNSITO,TRÁNSITO,8.0,8.0,36.88
P020220226042161501,03375812,01-12-705,TRÁNSITO,TRÁNSITO,8.0,8.0,18.088
P020220226042161501,03375813,01-24-108,TRÁNSITO,TRÁNSITO,8.0,8.0,16.188
P006100426042262830,03375903,01-15-479,TRÁNSITO,TRÁNSITO,8.0,8.0,24.032
P020220226042161501,03375812,01-09-117,TRÁNSITO,TRÁNSITO,8.0,8.0,37.36
P001401426041062897,03374098,12-06-144,TRÁNSITO,TRÁNSITO,8.0,8.0,47.76
P077608226041460544,03374576,01-12-820,TRÁNSITO,TRÁNSITO,8.0,8.0,14.7983
P077608226041460544,03374576,01-12-956,TRÁNSITO,TRÁNSITO,8.0,8.0,21.115
P004404426040861552,03373823,25-03-161,TRÁNSITO,TRÁNSITO,8.0,8.0,89.8168
P008308326040863294,03373776,05-01-272,TRÁNSITO,TRÁNSITO,8.0,8.0,19.8132
P020903826041060692,03374215,01-01-339,TRÁNSITO,TRÁNSITO,8.0,8.0,17.3048
P024655326043060219,03377703,01-12-654,TRÁNSITO,TRÁNSITO,8.0,8.0,22.892
P003603626042961951,03377635,07-06-524,TRÁNSITO,TRÁNSITO,8.0,8.0,100.008
P015313926042260668,03375958,25-01-108,TRÁNSITO,TRÁNSITO,8.0,8.0,25.92
P015313926042260668,03375958,25-01-109,TRÁNSITO,TRÁNSITO,8.0,8.0,25.92
P015313926042260668,03375958,25-01-106,TRÁNSITO,TRÁNSITO,8.0,8.0,25.92
P015313926042260668,03375958,25-01-111,TRÁNSITO,TRÁNSITO,8.0,8.0,25.92
P015313926042260668,03375958,25-01-113,TRÁNSITO,TRÁNSITO,8.0,8.0,25.92
P015415426042361584,03376107,01-12-820,TRÁNSITO,TRÁNSITO,8.0,8.0,19.76
P004609026043065797,03377593,02-06-311,TRÁNSITO,TRÁNSITO,8.0,8.0,38.24
P004609026043065797,03377593,02-06-062,TRÁNSITO,TRÁNSITO,8.0,8.0,38.24
P021500826042860187,03376945,01-15-219,TRÁNSITO,TRÁNSITO,8.0,8.0,16.536
P004609026041765693,03375283,15-03-070,TRÁNSITO,TRÁNSITO,8.0,8.0,27.324
P077705926041760107,03375217,01-01-083,TRÁNSITO,TRÁNSITO,8.0,8.0,46.0
P006100426042362844,03376230,01-12-512,TRÁNSITO,TRÁNSITO,8.0,8.0,22.892
P006100426042362844,03376230,01-12-518,TRÁNSITO,TRÁNSITO,8.0,8.0,22.1936
P015702126042862077,03377495,01-01-080,TRÁNSITO,TRÁNSITO,8.0,8.0,12.328
P021713226041360151,03374530,01-01-073,TRÁNSITO,TRÁNSITO,8.0,8.0,13.68
P008308326040963302,03373981,20-03-066,TRÁNSITO,TRÁNSITO,8.0,8.0,6.32
P021713226041360151,03374529,14-09-335,TRÁNSITO,TRÁNSITO,8.0,8.0,55.784
P021713226041360151,03374529,01-01-128,TRÁNSITO,TRÁNSITO,8.0,8.0,7.676
P004609026041465668,03374776,01-01-121,TRÁNSITO,TRÁNSITO,8.0,8.0,16.2944
P014914926042362593,03376223,23-03-040,TRÁNSITO,TRÁNSITO,8.0,8.0,45.04
P022500826040860541,03373791,01-01-167,TRÁNSITO,TRÁNSITO,8.0,8.0,10.24
P014914926042362593,03376223,23-03-039,TRÁNSITO,TRÁNSITO,8.0,8.0,45.04
P021500826050460193,03377810,01-12-888,TRÁNSITO,TRÁNSITO,8.0,8.0,24.96
P021500826050460193,03377810,01-12-959,TRÁNSITO,TRÁNSITO,8.0,8.0,25.728
P004609026041565675,03375087,01-01-094,TRÁNSITO,TRÁNSITO,8.0,8.0,17.36
P024414126042460141,03376464,25-03-153,TRÁNSITO,TRÁNSITO,8.0,8.0,29.716
P024399926040960169,03373854,01-15-679,TRÁNSITO,TRÁNSITO,8.0,8.0,18.64
P005018126041463437,03374629,25-01-099,TRÁNSITO,TRÁNSITO,8.0,8.0,20.824
P015415426042861613,03376981,06-09-145,TRÁNSITO,TRÁNSITO,8.0,8.0,104.16
P025016826041460013,03374643,20-01-860,TRÁNSITO,TRÁNSITO,8.0,8.0,51.552
P004404426042261588,03375949,01-12-863,TRÁNSITO,TRÁNSITO,8.0,8.0,18.236
P001101126042262703,03375997,01-12-882,TRÁNSITO,TRÁNSITO,8.0,8.0,30.0778
P025102526042160032,03375655,20-03-285,TRÁNSITO,TRÁNSITO,24.0,24.0,16.8
